IMAGE ID,time stamp,likes,no.of comments,post_Metadata,post link
2831_12,01-11-2020,583409,2719,#Men's Printed Chinese Collar Full Sleeves Kurta,https://www.instagram.com/p/CHC7q4LrWoX/?hl=en
2831_13,02-02-2020,308267,782,#Lookslady Designer Men Kurta And Pyjama Set,https://www.instagram.com/p/B8DnWzwleu3/?hl=en
5282_1,02-20-2020,359,3,#Elegant bridal style sarees  #Rich mustard yellow colour saree with orange boarder worn along with beautiful designer blouse for a perfect bridal inspiration⁣⁣⁣,https://www.instagram.com/p/CF06VsbhZ2k/?utm_source=ig_web_copy_link
5282_2,01-10-2020,440,2,Simple pastel blue colour dress with black piping and design worn along with sutle grey net dupatta with black butte work for a simple and elegant ethic trend⁣,https://www.instagram.com/p/CFyvNX6Bk8h/?utm_source=ig_web_copy_link
5282_3,30-09-2020,2048,5,Simple pink saree with red boarder with zari work worn along with beautiful floral work designer blouse for a graceful ethnic look⁣,https://www.instagram.com/p/CFw2nZdhjxO/
5282_4,22-09-2020,1182,6,simple Onam style saree with a beautiful black floral blouse for a simple and elegant ethnic look⁣⁣,https://www.instagram.com/p/CFb_qoWBUAq/
5282_5,04-09-2020,2184,6,Elegant white saree with peacock feather design worn with a beautiful red colour blouse with patch work for a simple classic look⁣,https://www.instagram.com/p/CEtw7eGB5bT/?utm_source=ig_web_copy_link
5282_6,02-09-2020,2317,7,Beautiful Rani pink soft silk saree with copper zari boarder worn along with blue Banarasi blouse for a perfect bahubali recreation look⁣,https://www.instagram.com/p/CEorF9egYzN/
5282_7,29-08-2020,1798,14,Stunning looking pastel saree with a elbow length blouse for a classy Onam look⁣,https://www.instagram.com/p/CEepcYFB9Tn/?utm_source=ig_web_copy_link
5282_8,27-08-2020,1903,12,beautiful pink saree with purple boarder with zari work for a festive looking ethnic look⁣,https://www.instagram.com/p/CEZKBkdBYz8/?utm_source=ig_web_copy_link
5282_9,24-08-2020,4095,22,Women in black Saree,https://www.instagram.com/p/CERUIm0BVej/
5284_1,08-07-2022,7502,84,#topbottomsets #shrug #topplazzoshrug #trendyoutﬁts #fashioninspiration ,https://www.instagram.com/p/CfwRWGlD_jz/?utm_source=ig_web_copy_link
5284_2,25-06-2022,1479,46,#topbottomsets#shrug#topplazzoshrug,https://www.instagram.com/p/CfOmC1AjvoG/?utm_source=ig_web_copy_link
5284_3,23-06-2021,2315,36,girls_top_jeans_dress #girlsfashion ,https://www.instagram.com/p/CfJoCDWLGRm/?utm_source=ig_web_copy_link
5284_4,15-06-2022,4460,65, #jumpsuit #dresses #jumpsuitmurah ,https://www.instagram.com/p/Ce0_fHSlTYU/?utm_source=ig_web_copy_link
5284_5,18-04-2022,1248,54,Trendy BTS printed Tshirts #Fabric: Cotton Blend#Sleeve Length: Short Sleeves,https://www.instagram.com/p/Ccej1Nll-7y/
5284_6,28-03-2022,4354,37,girls_top_jeans_dress ,https://www.instagram.com/p/CbppGFxIab7/
5284_7,27-03-2022,5386,89,#girlsJeans #girlfashion,https://www.instagram.com/p/CbmGCP9DN5D/
909_01,07-07-22,4098,62,#casualoutfit #casualstyles #casualootd #basicfit #basicoutfit #basicstyle #outfitstyle #outfitfashion #dailyfashionideas #dailystylehunt #fashionguide #womenfashionstyle #fashioninfluencer #fashionstyleblogger,https://www.instagram.com/p/Cfs5-xrv2A9/?hl=en
909_02,06-07-22,5356,82,#ootdindia #y2koutfits #y2kstyle #y2kaesthetic #y2kfashion #outfitideas #outfitoftheday #ootdinspo #styleoutfit #womenfashionstyle #howtostyle #purpleaesthetic #fashionblogger #fashiontrends,https://www.instagram.com/p/CfqRO9DPD02/?hl=en
909_03,24-07-22,102778,431,#Summerwear #SumnerDress #Summer #Summershirt,https://www.instagram.com/p/CgXIXheqdeM/
909_04,21-07-22,90295,441,mietta's look #mietta's look #Greenshirt ,https://www.instagram.com/p/CgRprzIq8yp/
909_05,10-07-22,97081,292,#picoftheday #pictureoftheday #bestoftheday #sunday #fitness #love #perfect #sunday,https://www.instagram.com/p/Cf0e6tGjhyW/
909_06,20-06-22,128000,564,#Dennislingo #pinkshirt #blackshirt #navyblue,https://www.instagram.com/p/CfB1KrPDipK/
909_07,25-07-22,17200,169,@tshirts @polotshirts,https://www.instagram.com/p/CgZwLGGv7fB/
909_08,23-07-22,1690,39,@tshirts @polotshirts,https://www.instagram.com/p/CgO83WnvliL/
909_09,13-07-22,14908,245,@shirts @stripeshirts,https://www.instagram.com/p/Cf9UFLdj2uQ/?hl=en
909_10,22-07-22,21938,1203,@Whitetshirt @polo tshirt,https://www.instagram.com/p/CgRxL2sMeVF/?hl=en
5284_8,26-02-2022,6740,212,@GirlsJeans,https://www.instagram.com/p/CacDlS3lPrA/
5284_9,16-02-2022,2643,32,Fabric Rayon #WomenTops #Whitewear,https://www.instagram.com/p/CaCYpAnll1M/?utm_source=ig_web_copy_link
5285_1,25-07-2022,2498,14,#maroon kurtha ,https://www.instagram.com/p/CgbX8tMjOQl/?utm_source=ig_web_copy_link
5285_2,18-07-2022,2616,34,#white designer lehenga with maroon top,https://www.instagram.com/p/CgKAcWfDlMp/?utm_source=ig_web_copy_link
5285_3,18-07-2022,1895,24,#sleeveless maroon long kurtha with dupatta,https://www.instagram.com/p/CgJFzj7j8p5/?utm_source=ig_web_copy_link
5285_4,17-07-2022,3529,42,#blue crop top palazzo set with shrug,https://www.instagram.com/p/CgGn-B5jg2r/?utm_source=ig_web_copy_link
909_11,25-07-2022,2327,3,#onion_pink shirt #blackjean #whiteshirt with olive green pant #lightblue shirt with beige pant,https://www.instagram.com/p/Cga_vkQPFoq/
909_12,19-07-2022,10000,25,#blackshirt #blackjean #summer,https://www.instagram.com/p/CgLpNhYPW9s/
909_13,17-07-2022,11143,29,#printedshirt #bluejean #beachwear #Dottedshirt,https://www.instagram.com/p/CgHl-V8PF0t/
909_14,10-07-22,13981,32,#CutBanyan #Cuttshirt #beachwear,https://www.instagram.com/p/Cf0gJxZIxTL/
909_15,15-06-2022,16981,54,#greenshirt #Green #SolidShirt #Shirt,https://www.instagram.com/p/Ce0X8avPhGq/
909_16,02-07-22,7233,58,#black #blackshirt #blackpijama,https://www.instagram.com/p/CQ1V1v_rhtM/?hl=en
5285_5,15-07-2022,1188,12,#pink_gown for women,https://www.instagram.com/p/CgBhZyvDE8U/
5285_6,12-07-2022,4571,15,#navy_blue long kurthi with full hands,https://www.instagram.com/p/Cf5s-2Nj5RS/?utm_source=ig_web_copy_link
5285_7,10-07-2022,1408,14,#pink lehenga,https://www.instagram.com/p/Cf0xLF7Dqrf/?utm_source=ig_web_copy_link
5285_8,09-07-2022,1220,23,#maroon short gown for women,https://www.instagram.com/p/CfyuqAYDC_v/?utm_source=ig_web_copy_link
5285_9,06-07-2022,2515,70,#black_top #red_skirt,https://www.instagram.com/p/CfrGfJRDRgb/
2833_58,26-04-2022,1424,0,#Pu-apps Men Blue Sandals,https://www.instagram.com/p/Cc0nLq8o9wt/?utm_source=ig_web_copy_link
5285_10,02-07-2022,2044,16,#black lehenga with full hands,https://www.instagram.com/p/Cff5QRPDpXh/?utm_source=ig_web_copy_link
5285_11,30-06-2022,3996,75,#cyan long glitter kurthi,https://www.instagram.com/p/CfbKvBij0k9/
5285_12,23-06-2022,2709,58,#blue plain chudidar with dupatta,https://www.instagram.com/p/CfIzeIhDIBo/
5285_13,18-06-2022,3675,33,#long black and grey puffy gown,https://www.instagram.com/p/Ce8RuYiDHQT/
5285_14,16-06-2022,3388,47,#blue full hands long gown,https://www.instagram.com/p/Ce29UlLD4Cf/
5285_15,06-06-2022,8829,114,#blue color long chudidhar with dupatta,https://www.instagram.com/p/CedXbMzOT1_/
5285_16,30-05-2022,5248,94,#blue_color one side off_shoulder short gown for women ,https://www.instagram.com/p/CeL837UjSrX/?utm_source=ig_web_copy_link
5285_17,23-05-2022,11339,126,#white chudidhar with pink designer dupatta,https://www.instagram.com/p/Cd6EklVjDhW/
5285_18,05-03-2022,13616,223,#one_side_off_shoulder_top with skirt dress,https://www.instagram.com/p/CdLcs25oZTg/?utm_source=ig_web_copy_link
5285_19,28-04-2022,5359,136,#pink off shoulder princess dress,https://www.instagram.com/p/Cc5lIzXoksJ/?utm_source=ig_web_copy_link
5285_20,03-05-2022,23911,313,#pink chudidar with patiyala pant ,https://www.instagram.com/p/CdGK_g9Iyb7/?utm_source=ig_web_copy_link
2005_41,10--07-2022,10136,65,#brown_shirt #grey_pant #black_goggles #brown_belt_watch #white_shoes,https://www.instagram.com/p/Cfzy_bhMmcX/?utm_source=ig_web_copy_link
2005_42,18-07-2022,12754,86,#peach_Tshirt #blue_jean #white_shoes #analog_quartz_belt_watch,https://www.instagram.com/p/Ce8AekBvFsn/?utm_source=ig_web_copy_link
5285_21,02-05-2022,2362,77,#black_velvet_saree #velvet_blouse,https://www.instagram.com/p/CdDPTRlukIs/?utm_source=ig_web_copy_link
5285_22,30-04-2022,10019,241,#maroon sleeve_less step chudidar,https://www.instagram.com/p/Cc9n3PMIpya/?utm_source=ig_web_copy_link
2833_24,26-07-2022,680,0,#puma,https://www.instagram.com/p/CgdhXYCokQ1/
5285_24,24-04-2022,7069,176,#mustard_yellow puffy princess gown,https://www.instagram.com/p/Ccu4Pn0ItVs/?utm_source=ig_web_copy_link
5285_25,21-04-2022,7557,136,#yellow_Color_front_slit pattern kurthi,https://www.instagram.com/p/Ccm7izOOjr4/?utm_source=ig_web_copy_link
2005_43,02-06-2022,11640,90,#white_shirt #brown_pant #black_goggles #wrist_belt_watch #white_shoes,https://www.instagram.com/p/CeSTo4Xp53N/?utm_source=ig_web_copy_link
2005_44,02-07-2022,11264,40,#white_shirt #brown_pant #black_goggles #wrist_belt_watch #white_shoes,https://www.instagram.com/p/CeSTo4Xp53N/?utm_source=ig_web_copy_linkk
2005_45,23-05-2022,10008,50,#peacock_green_Tshirt with white_pant  #black_watch  #white_shoes,https://www.instagram.com/p/Cd51OSsJVn-/?utm_source=ig_web_copy_link
2005_46,19-05-2022,30742,90,#peacock_green_shirt with white_pant  #black_watch  #white_shoes,https://www.instagram.com/p/Cdk4Zp4MxFi/?utm_source=ig_web_copy_link
2005_47,14-05-2022,55123,50,#garmet_maroon_shirt with black_pant #black_wrist_watch #white_shoes,https://www.instagram.com/p/CdjF0aTsaEA/?utm_source=ig_web_copy_link
2833_25,10-7-2022,238,0,#gucci,https://www.instagram.com/p/Cf0z4RLII80/
2833_26,09-07-2022,1731,0,#Ignite 6,https://www.instagram.com/p/CfyxvpfIEhM/?utm_source=ig_web_copy_link
5285_27,20-02-2022,2489,90,#salwar_suit women anarkali kurta with plazzo and dupatta,https://www.instagram.com/p/CaM7vhlIjZG/
2005_49,14-05-2022,74765,810,#blue_jean_cloth_shirt with white_pant #blue_jean_cloth_shoes,https://www.instagram.com/p/CdUpSA6orHt/?utm_source=ig_web_copy_link
2005_50,02-11-2022,38690,40,#men_designer_kurtha_pajama with jacket,https://www.instagram.com/p/CVwrigjlgdE/?utm_source=ig_web_copy_link
5285_28,17-01-2022,23103,408,#salwar_suit women anarkali kurta with plazzo and dupatta,https://www.instagram.com/p/CY1cFGSosle/?utm_source=ig_web_copy_link
5285_29,09-01-2022,9553,141,#WomenKurta #WhiteFlowersTop,https://www.instagram.com/p/CYgySrOIoaJ/?utm_source=ig_web_copy_link
5286_1,26-07-2022,576,2,#black_jean with blazers,https://www.instagram.com/p/CgbzLUisB9R/
5286_2,24-07-2022,757,4,#grey_shirt with full hands,https://www.instagram.com/p/CgYIlXPoF7B/?utm_source=ig_web_copy_link
5286_3,24-07-2022,912,35,#black_shirt with full hands  grey_pant,https://www.instagram.com/p/CgWUKLIswJ7/?utm_source=ig_web_copy_link
2005_51,23-07-2022,2093,40,#mens_grey_stylish_blazer,https://www.instagram.com/p/CgWU4ACsvV8/?utm_source=ig_web_copy_link
2005_52,03-09-2021,1578,39,#punjabi jutti #women_shoes,https://www.instagram.com/p/B18zlkGBmHe/?utm_source=ig_web_copy_link
2005_53,16-07-2022,12368,68, Finish Revitalize 8-IN-1 Primer Essence is packed with Silkscreen Complex and my favourite - Black Rose and Peony! #skincare,https://www.instagram.com/reel/CgEOvSmqodD/?utm_source=ig_web_copy_link
2833_27,08-07-2022,358,0,#crocks,https://www.instagram.com/p/CfvsHg7h7M0/?utm_source=ig_web_copy_linkhttps://www.instagram.com/p/CfvsHg7h7M0/?utm_source=ig_web_copy_link
2005_54,26-07-2022,1086,19," #Mini Matte Duo Lip_stick kits 
  #MiniMatteDuo #smashboxindia",https://www.instagram.com/reel/CgboxsoKgpj/?utm_source=ig_web_copy_link
2005_55,02-07-2022,6397,37, #Finish Revitalize 8-IN-1 Primer Essence. #makeup #skincare ,https://www.instagram.com/reel/Cfgcdr8FTFn/?utm_source=ig_web_copy_link
2005_56,26-08-2021,1243,18,#men_black_blazer,https://www.instagram.com/p/CTBFYkJLCkP/?utm_source=ig_web_copy_link
2005_57,26-07-2022,1678,20, #mini Hydrating Face Cream #skincare,https://www.instagram.com/p/CDGvfoNpg_A/?utm_source=ig_web_copy_link
2005_58,24-07-2022,4447,32,#Luxe Lip Color Mini Duo #mini Hydrating Face Cream ,https://www.instagram.com/p/CDA8xJMJ8j8/?utm_source=ig_web_copy_link
2005_59,26-07-2022,1048,18,#strapless_sleeveless_frill_midi_bandage_dress,https://www.instagram.com/p/CgeK_-4vlU_/?utm_source=ig_web_copy_link
2005_60,26-07-2022,963,8,#wrist_Watches,https://www.instagram.com/p/Cgey80IPTOU/?utm_source=ig_web_copy_link
2005_61,09-07-2022,23657,12,#NykaaFashion #MenStyle #Fashion #brands #westernwear #men ,https://www.instagram.com/tv/Cfx-2ExoH6j/?utm_source=ig_web_copy_link
2832_2,02-06-2022,56636,317,#White Shirt Checks Pant #tbt #throwbackthursday #latergram,https://www.instagram.com/p/CeTa9AtJOgl/?hl=en
5286_4,20-07-2022,1199,3,#mens_grey_stylish_blazer #mens_black_stylish_blazer ,https://www.instagram.com/p/CgN0frUo3bA/?utm_source=ig_web_copy_link
5286_5,17-07-2022,1060,13,#mens_blue_stylish_blazer #mens_grey_stylish_blazer,https://www.instagram.com/p/CgG5brbMDj_/?utm_source=ig_web_copy_link
5286_6,17-07-2022,1507,7,#mensfashion #stylish_check_shirt with black pant,https://www.instagram.com/p/CgGHvTGIR8d/?utm_source=ig_web_copy_link
5286_7,15-07-2022,1072,11,#mens_jean_coat with black_pant white_shoes,https://www.instagram.com/p/CgCDEsuMadn/?utm_source=ig_web_copy_link
5286_8,15-07-2022,1606,3,#black_shirt with grey_check_pant,https://www.instagram.com/p/CgBtxuds9ch/?utm_source=ig_web_copy_link
2005_62,30-07-2022,38301,181,#short_printed_tops for women #western_wear,https://www.instagram.com/reel/Cfbh3S0pz3x/?utm_source=ig_web_copy_link
2005_63,02-07-2022,2921,14,"#London Rag Embellished Black Heels   #Crocs Classic Yellow Kids Clog
#Birkenstock Arizona Big Buckle White Narrow Width Women Two-strap Sandals
#Melissa Papete Essential Sand Salinas Ad Stripes Green Sandals
#Mochi Yellow Solid Sandals",https://www.instagram.com/p/CffxyH7rZ18/?utm_source=ig_web_copy_link
2832_3,19-03-2022,69350,110,#white_Tshirt #grey_pant,https://www.instagram.com/p/CbQ85pNJzIG/?hl=en
909_17,07-10-22,29560,179,#stripeshirts#blue_shirt with white_pant,https://www.instagram.com/p/Cf0szYgJ--5/
909_18,17-07-22,32404,316, #tshirts #Fullsleeve #olive_fullsleeve_tshirt with black_pant,https://www.instagram.com/p/CgHaobGJfyP/
909_19,26-07-22,4920,57,#navyblue #shirts #navyblueshirt #solidshirt,https://www.instagram.com/p/CgcFEoZjkhY/
909_20,25-07-22,3303,77, #blacktshirts,https://www.instagram.com/p/CgZXnPrDAkg/
909_21,08-07-22,2831,118, #greyshirts #greyhalfsleeves,https://www.instagram.com/p/CfwLT5BjzHx/
909_22,03-07-22,5631,172,#printedshirt #patternprinting #shirts #beach #summershirts,https://www.instagram.com/p/CfjS1zWDNdQ/
909_23,22-07-22,11612,146, #blacktshirts,https://www.instagram.com/p/CgUHdm7Mkud/
909_24,18-07-22,13377,118,#whiteshirt #formal #formalwear #solidshirt #white,https://www.instagram.com/p/CgJ0Fhys0lu/
2005_64,22-07-2022,3711,15, Royal Oak Perpetual Calendar in black ceramic.  #watches #luxurywatch #luxury,https://www.instagram.com/p/CgR7uWvL3QI/?utm_source=ig_web_copy_link
2832_4,18-03-2022,86010,88, #blue_ski_suit,https://www.instagram.com/p/CbOEjWUJm8_/?hl=en
2832_5,05-01-2021,174121,1509,#Sandstone Maze shirt Jacket,https://www.instagram.com/p/CJqWliLpnky/?hl=en
2005_65,26-07-2022,1637,50,#wrist_watch  #lange_sohne mens lange1,https://www.instagram.com/p/Cgbyxxur4YV/?utm_source=ig_web_copy_link
5286_9,13-07-2022,1948,4,#mens_grey_stylish_blazer #mens_black_stylish_blazer ,https://www.instagram.com/p/Cf70TY6o9nU/?utm_source=ig_web_copy_link
5286_10,11-07-2022,1066,3,#jean_coat with black_ton_jean,https://www.instagram.com/p/Cf3cRh5MWmk/?utm_source=ig_web_copy_link
5286_11,09-07-2022,2094,10,#men_black_Tshirt  #men_black_Tshirt with blue jean,https://www.instagram.com/p/CfyTJIfMqo7/?utm_source=ig_web_copy_link
5286_12,08-07-2022,2143,2,#men_black_Tshirt  #men_black_Tshirt with ton_jean,https://www.instagram.com/p/CfwBHkkMhQg/?utm_source=ig_web_copy_link
5286_13,06-07-2022,1998,5,#mens_grey_stylish_blazer with blue_jean ,https://www.instagram.com/p/Cfq5CWCM2NI/?utm_source=ig_web_copy_link
2005_66,25-07-2022,3426,61, #rolex #vintagerolex #rolex_watch #men_wrist_watches,https://www.instagram.com/p/CgZOGqHunEi/?utm_source=ig_web_copy_link'
2832_6,22-02-2022,103835,203,#tucks shirt,https://www.instagram.com/p/CaSijMdpPqI/?hl=en
5286_14,06-07-2022,976,5,#yellow_Tshirt with black_jean #white_shoes,https://www.instagram.com/p/CfpzKA6IhmB/?utm_source=ig_web_copy_link
5286_15,05-07-2022,1103,1,Full Sleeve Solid Men Quilted Jacket,https://www.instagram.com/p/CfoURERMj1N/?utm_source=ig_web_copy_link
2832_7,07-01-2022,201214,1415,#black dress with white tie,https://www.instagram.com/p/CJvtHD5JGLW/?hl=en
5286_16,05-07-2022,1815,10,#white_Tshirt #blue_short #casual_wear,https://www.instagram.com/p/CfnNwvaomVY/?utm_source=ig_web_copy_link
2832_8,01-01-2022,254528,2054,#black tshirt and black pant,https://www.instagram.com/p/CJgM_JJpeUr/?hl=en
5286_17,04-07-2022,1237,6,#black_shirt with grey_pant,https://www.instagram.com/p/CfksfCyo7k-/?utm_source=ig_web_copy_link
2832_9,13-12-2020,132891,322,#Full Sleeve White Slim Fit T-Shirt,https://www.instagram.com/p/CIuS5DAJOQa/?hl=en
2833_28,07-07-2022,2066,0,#puma,https://www.instagram.com/p/Cfsx3mjPxB0/?utm_source=ig_web_copy_link
5286_19,28-06-2022,1003,4,#men_White_shirt with jean,https://www.instagram.com/p/CfWRIsVsztg/?utm_source=ig_web_copy_link
2832_10,06-10-2020,50986,690,#White T-shirt Cotton Jean,https://www.instagram.com/p/CGAE4-IpkdZ/?hl=en
5286_20,28-06-2022,1887,7,#pink_shirt with black_pant #men_wear,https://www.instagram.com/p/CfWA7c6rsJV/?utm_source=ig_web_copy_link
2832_11,19-09-2020,29819,114,#Blue plain T-Shirt,https://www.instagram.com/p/CFTyigoJdeY/?hl=en
5286_21,27-06-2022,1280,8,#grey_blazer ,https://www.instagram.com/p/CfSm1hnI2Xz/?utm_source=ig_web_copy_link
5287_1,26-07-2022,1093,55,#white_anarkali_kurthi with dupatta,https://www.instagram.com/p/CgdhrtMB7Ew/
5287_2,25-07-2022,958,95,#red_kurthi,https://www.instagram.com/p/Cga9QGqhSho/?utm_source=ig_web_copy_link
5287_3,13-07-2022,1792,74,Women Printed Cotton Blend Anarkali Kurtha(black)  #ethnic_wear,https://www.instagram.com/p/CgV0XE0qb5N/?utm_source=ig_web_copy_link
5287_4,21-07-2022,948,25,Women Printed Cotton Blend Anarkali Kurta With Attached Dupatta  (white) #ethnic_wear,https://www.instagram.com/p/CgQ8rEDB0jR/
5287_5,20-07-2022,1277,33,#pink_lehenga #traditional_wear,https://www.instagram.com/p/CgODssaBxND/?utm_source=ig_web_copy_link
5287_6,18-07-2022,1665,58,Embroidered Semi Stitched Lehenga Choli  (SkyBlue) #traditional_wear,https://www.instagram.com/p/CgJUeJZBgFf/
5287_7,17-07-2022,1967,128,Women Printed Cotton Blend Anarkali Kurtha(black)  #ethnic_wear #ethnic_wear,https://www.instagram.com/p/CgGfbSNqOvE/?utm_source=ig_web_copy_link
5287_8,15-07-2022,1054,24,#white_lehenga with golden_boarder design along with white_dupatta,https://www.instagram.com/p/CgCK2GJhhoO/?utm_source=ig_web_copy_link
5287_9,13-07-2022,1072,15,#enmbroidered_pink_lehenga with dupatta,https://www.instagram.com/p/Cf8T6fsBN-m/?utm_source=ig_web_copy_link
5287_10,10-07-2022,899,24,#embroidered_semni_stitched_red_lehenga with dupatta,https://www.instagram.com/p/Cf0mhTIh19d/?utm_source=ig_web_copy_link
5287_11,11-07-2022,1031,32,#peacockGreen_frontSplit_pattern_kurthi,https://www.instagram.com/p/Cf221m2qdBj/?utm_source=ig_web_copy_link
5287_12,09-07-2022,1390,54,#maroon_sleeveless_lehenga,https://www.instagram.com/p/Cfxv5yBquhZ/?utm_source=ig_web_copy_link
5287_13,08-07-2022,1354,46,#maroon sleeveless anarkali_kurtha,https://www.instagram.com/p/CfvMCo3KloL/?utm_source=ig_web_copy_link
5287_14,06-07-2022,1196,47,#half_sleeve green chudidar with white_pant,https://www.instagram.com/p/CfqRpuQBgsF/?utm_source=ig_web_copy_link
5287_15,04-07-2022,1500,97,white anarkali kurta with floral print,https://www.instagram.com/p/Cfkte4tBcTn/?utm_source=ig_web_copy_link
5287_16,03-07-2022,1355,60,"#lenghasmumbai #indianwear #sareesnewyork #bridallenghasindia
#sumangali #lengha #bridal #suit #lehenga #bridalenghas #bridalmakeup #bridaware #mendhi #designersarees #desingersareeshyderabad #desingersareemumbai #designersareeskolkata #kurti #saree",https://www.instagram.com/p/Cfiin8YBJiz/?utm_source=ig_web_copy_link
5287_17,30-06-2022,1617,38,"#lenghasmumbai #indianwear #sareesnewyork #bridallenghasindia
#sumangali #lengha #bridal #suit #lehenga #bridalenghas #bridalmakeup #bridaware #mendhi #designersarees #desingersareeshyderabad #desingersareemumbai #designersareeskolkata #kurti #saree",https://www.instagram.com/p/Cfa9HthB3kE/?utm_source=ig_web_copy_link
5287_18,29-06-2022,1787,270,"#lenghasmumbai #indianwear #sareesnewyork #bridallenghasindia
#sumangali #lengha #bridal #suit #lehenga #bridalenghas #bridalmakeup #bridaware #mendhi #designersarees #desingersareeshyderabad #desingersareemumbai #designersareeskolkata #kurti ",https://www.instagram.com/p/CfX-a68BwST/?utm_source=ig_web_copy_link
5287_19,27-06-2022,2731,38,"#lenghasmumbai #indianwear #sareesnewyork #bridallenghasindia
#sumangali #lengha #bridal #suit #lehenga #bridalenghas #bridalmakeup #bridaware #mendhi #designersarees #desingersareeshyderabad #desingersareemumbai #designersareeskolkata #kurti ",https://www.instagram.com/p/CfS18T6Kq4x/?utm_source=ig_web_copy_link
